Customer Name,Customer Segment,Customer State,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,Zip Code,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Amy Cox,Corporate,Washington,30/06/2008 12:00:00 SA,19524,Critical,Office Supplies,Small Pack,Acme® Box Cutter Scissors,"Scissors, Rulers and Trimmers",West,2700,01/07/2008 12:00:00 SA,Regular Air,98625,"0,07",1,9,"0,59",($25),$92,"4,68","10,23"
Cindy Stewart,Corporate,Arizona,26/02/2008 12:00:00 SA,12099,Critical,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,West,1680,28/02/2008 12:00:00 SA,Regular Air,85321,"0,01",1,48,"0,39",$128,$309,"1,02","6,35"
Ricardo Emerson,Corporate,Arizona,21/01/2010 12:00:00 SA,6374,Critical,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,West,889,23/01/2010 12:00:00 SA,Regular Air,85071,"0,01",1,1,"0,37",($2),$2,"0,7","1,48"
Maxwell Schwartz,Corporate,New Mexico,19/01/2011 12:00:00 SA,52197,Critical,Office Supplies,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,West,7325,20/01/2011 12:00:00 SA,Regular Air,87011,"0,01",1,23,"0,53",($10),$92,2,"3,95"
Dorothy Dickinson,Corporate,New Mexico,21/10/2008 12:00:00 SA,39265,Critical,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,West,5539,22/10/2008 12:00:00 SA,Regular Air,88134,"0,02",1,47,"0,56",$33,$198,"0,94","4,28"
Shirley Jackson,Corporate,California,24/12/2007 12:00:00 SA,28933,Critical,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,West,4065,25/12/2007 12:00:00 SA,Regular Air,93456,"0,03",1,38,"0,52",$43,$156,"0,7","3,98"
Cindy Chapman,Corporate,Arizona,18/04/2011 12:00:00 SA,35456,Critical,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,West,4983,20/04/2011 12:00:00 SA,Regular Air,85338,"0,03",1,37,"0,81",($20),$46,"0,7","1,26"
Thomas Boland,Corporate,Colorado,27/09/2009 12:00:00 SA,15780,Critical,Office Supplies,Wrap Bag,Staples Bulldog Clip,Rubber Bands,West,2190,29/09/2009 12:00:00 SA,Regular Air,81124,"0,03",1,19,"0,39",$23,$72,"0,71","3,78"
Michelle Tran,Corporate,Idaho,14/04/2008 12:00:00 SA,52291,Critical,Office Supplies,Wrap Bag,Newell 315,Pens & Art Supplies,West,7339,16/04/2008 12:00:00 SA,Regular Air,83465,"0,04",1,48,"0,6",$57,$288,"0,96","5,98"
Anna Haberlin,Corporate,Utah,07/11/2009 12:00:00 SA,20259,Critical,Office Supplies,Wrap Bag,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",West,2806,08/11/2009 12:00:00 SA,Regular Air,84014,"0,05",1,42,"0,82",($123),$539,"4,59","12,88"
Benjamin Patterson,Corporate,Arizona,17/12/2008 12:00:00 SA,23361,Critical,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,West,3264,18/12/2008 12:00:00 SA,Regular Air,85301,"0,06",1,2,"0,81",($3),$3,"0,7","1,26"
Sara Luxemburg,Corporate,California,14/05/2010 12:00:00 SA,26437,Critical,Office Supplies,Wrap Bag,Newell 314,Pens & Art Supplies,West,3701,16/05/2010 12:00:00 SA,Regular Air,94404,"0,08",1,48,"0,6",$49,$255,"0,7","5,58"
Rob Dowd,Corporate,Arizona,30/12/2007 12:00:00 SA,13380,Critical,Office Supplies,Wrap Bag,Newell 346,Pens & Art Supplies,West,1860,30/12/2007 12:00:00 SA,Regular Air,85071,"0,09",1,24,"0,56",$5,$66,"0,7","2,88"
Berenike Kampe,Corporate,Colorado,18/08/2010 12:00:00 SA,51489,Critical,Office Supplies,Wrap Bag,Colored Push Pins,Rubber Bands,West,7214,18/08/2010 12:00:00 SA,Regular Air,80728,"0,09",1,22,"0,49",($19),$39,"1,56","1,81"
Bill Overfelt,Corporate,California,09/11/2010 12:00:00 SA,20451,Critical,Office Supplies,Wrap Bag,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Paper,West,2834,11/11/2010 12:00:00 SA,Regular Air,93456,"0,1",1,6,"0,39",$3,$54,"2,01","8,95"
Lisa DeCherney,Corporate,Idaho,06/06/2011 12:00:00 SA,54791,High,Office Supplies,Large Box,Tennsco Regal Shelving Units,Storage & Organization,West,7647,08/06/2011 12:00:00 SA,Regular Air,83201,"0,07",1,42,"0,82",($892),$4.273,35,"101,41"
Ross DeVincentis,Corporate,Idaho,10/09/2008 12:00:00 SA,10919,High,Office Supplies,Large Box,Tennsco Industrial Shelving,Storage & Organization,West,1511,10/09/2008 12:00:00 SA,Regular Air,83213,"0,07",1,42,"0,83",($1.232),$2.041,35,"48,91"
Benjamin Patterson,Corporate,Arizona,10/02/2011 12:00:00 SA,31460,High,Office Supplies,Large Box,"Carina Mini System Audio Rack, Model AR050B",Storage & Organization,West,4409,12/02/2011 12:00:00 SA,Regular Air,85301,"0,08",1,9,"0,82",($365),$991,35,"110,98"
Frank Merwin,Corporate,Idaho,04/06/2009 12:00:00 SA,37218,High,Office Supplies,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,West,5227,06/06/2009 12:00:00 SA,Regular Air,83877,0,1,29,"0,56",$526,$1.768,"4,5","60,97"
Shirley Schmidt,Corporate,New Mexico,03/03/2009 12:00:00 SA,50692,High,Office Supplies,Small Box,GBC Imprintable Covers,Binders and Binder Accessories,West,7104,05/03/2009 12:00:00 SA,Regular Air,88439,0,1,28,"0,36",$44,$328,"5,14","10,98"
Ralph Kennedy,Corporate,Utah,03/08/2010 12:00:00 SA,14240,High,Office Supplies,Small Box,Acco Suede Grain Vinyl Round Ring Binder,Binders and Binder Accessories,West,1995,04/08/2010 12:00:00 SA,Regular Air,84663,0,1,24,"0,39",$1,$69,"1,49","2,78"
Maxwell Schwartz,Corporate,New Mexico,23/07/2009 12:00:00 SA,43110,High,Office Supplies,Small Box,Xerox 1989,Paper,West,6085,23/07/2009 12:00:00 SA,Regular Air,87011,0,1,3,"0,38",($10),$21,"5,02","4,98"
Bruce Stewart,Corporate,New Mexico,06/09/2008 12:00:00 SA,4037,High,Office Supplies,Small Box,Xerox 213,Paper,West,593,07/09/2008 12:00:00 SA,Regular Air,87001,0,1,27,"0,37",($102),$188,"7,86","6,48"
Mike Caudle,Corporate,Utah,03/04/2010 12:00:00 SA,35110,High,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,West,4935,04/04/2010 12:00:00 SA,Regular Air,84663,"0,01",1,14,"0,38",$5.066,$12.805,"19,99","896,99"
Aleksandra Gannaway,Corporate,Washington,03/06/2010 12:00:00 SA,50657,High,Office Supplies,Small Box,GBC Plastic Binding Combs,Binders and Binder Accessories,West,7099,04/06/2010 12:00:00 SA,Regular Air,98601,"0,01",1,40,"0,36",($306),$315,"11,51","7,38"
Katherine Ducich,Corporate,Colorado,12/02/2011 12:00:00 SA,52580,High,Office Supplies,Small Box,Staples Standard Envelopes,Envelopes,West,7377,14/02/2011 12:00:00 SA,Regular Air,81653,"0,02",1,23,"0,38",$47,$140,"1,39","5,68"
Naresj Patel,Corporate,Utah,21/09/2010 12:00:00 SA,29411,High,Office Supplies,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,West,4149,22/09/2010 12:00:00 SA,Regular Air,84001,"0,02",1,33,"0,38",$269,$542,"1,39","15,67"
Tracy Poddar,Corporate,Idaho,10/07/2009 12:00:00 SA,386,High,Office Supplies,Small Box,Avery 501,Labels,West,67,12/07/2009 12:00:00 SA,Regular Air,83465,"0,02",1,4,"0,38",$0,$15,"0,5","3,69"
Karl Brown,Corporate,California,02/05/2010 12:00:00 SA,14662,High,Office Supplies,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,West,2054,03/05/2010 12:00:00 SA,Regular Air,93456,"0,02",1,48,"0,36",($66),$258,"4,75","4,98"
Guy Thornton,Corporate,New Mexico,17/12/2010 12:00:00 SA,55526,High,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,West,7760,18/12/2010 12:00:00 SA,Regular Air,87001,"0,02",1,23,"0,37",$38,$445,"9,03","18,97"
Paul Stevenson,Corporate,New Mexico,15/11/2008 12:00:00 SA,31330,High,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,West,4400,16/11/2008 12:00:00 SA,Regular Air,88439,"0,02",1,38,"0,57",$14,$541,"5,5","13,43"
Rob Dowd,Corporate,Arizona,06/07/2008 12:00:00 SA,29185,High,Office Supplies,Small Box,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Appliances,West,4091,07/07/2008 12:00:00 SA,Regular Air,85071,"0,03",1,8,"0,56",($6),$468,"13,22","56,96"
Liz MacKendrick,Corporate,Idaho,16/10/2008 12:00:00 SA,51488,High,Office Supplies,Small Box,Eureka The Boss® Cordless Rechargeable Stick Vac,Appliances,West,7213,17/10/2008 12:00:00 SA,Regular Air,83552,"0,03",1,31,"0,58",$120,$1.562,"13,66","50,98"
Brian DeCherney,Corporate,Idaho,24/01/2011 12:00:00 SA,49442,High,Office Supplies,Small Box,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,West,6928,24/01/2011 12:00:00 SA,Regular Air,83201,"0,03",1,11,"0,4",($25),$131,"7,19","11,5"
Bruce Stewart,Corporate,New Mexico,24/04/2011 12:00:00 SA,29927,High,Office Supplies,Small Box,GBC Binding covers,Binders and Binder Accessories,West,4211,25/04/2011 12:00:00 SA,Regular Air,87001,"0,03",1,19,"0,4",$33,$258,"4,98","12,95"
Juliana Krohn,Corporate,Utah,09/04/2011 12:00:00 SA,47522,High,Office Supplies,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,West,6679,10/04/2011 12:00:00 SA,Regular Air,84631,"0,03",1,5,"0,38",$13,$81,"1,39","15,67"
Naresj Patel,Corporate,Utah,01/02/2008 12:00:00 SA,40647,High,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,West,5729,02/02/2008 12:00:00 SA,Regular Air,84001,"0,03",1,47,"0,36",$267,$1.982,"19,99","40,99"
Shahid Shariari,Corporate,Arizona,23/03/2011 12:00:00 SA,4067,High,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,West,594,25/03/2011 12:00:00 SA,Regular Air,85301,"0,04",1,16,"0,39",($42),$118,"6,05","7,1"
Yana Sorensen,Corporate,California,01/02/2010 12:00:00 SA,33604,High,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,West,4719,03/02/2010 12:00:00 SA,Regular Air,93456,"0,04",1,10,"0,37",($56),$60,"7,78","5,4"
Craig Carroll,Corporate,Idaho,16/04/2010 12:00:00 SA,51557,High,Office Supplies,Small Box,Xerox 1937,Paper,West,7231,18/04/2010 12:00:00 SA,Regular Air,83201,"0,04",1,36,"0,37",$805,$1.749,"5,79","48,04"
Duane Noonan,Corporate,Washington,29/07/2010 12:00:00 SA,38661,High,Office Supplies,Small Box,Xerox 21,Paper,West,5447,30/07/2010 12:00:00 SA,Regular Air,98625,"0,04",1,48,"0,37",($119),$326,"6,6","6,48"
Xylona Price,Corporate,New Mexico,06/11/2010 12:00:00 SA,32608,High,Office Supplies,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,West,4577,08/11/2010 12:00:00 SA,Regular Air,88439,"0,05",1,20,"0,59",$313,$1.362,"3,5","70,97"
Shirley Schmidt,Corporate,New Mexico,15/06/2011 12:00:00 SA,53730,High,Office Supplies,Small Box,"Avery® Durable Plastic 1"" Binders",Binders and Binder Accessories,West,7524,16/06/2011 12:00:00 SA,Regular Air,88439,"0,05",1,40,"0,36",($145),$182,"5,83","4,54"
Kalyca Meade,Corporate,Washington,01/06/2009 12:00:00 SA,49575,High,Office Supplies,Small Box,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders and Binder Accessories,West,6942,02/06/2009 12:00:00 SA,Regular Air,98310,"0,05",1,12,"0,36",$171,$507,"2,99","42,8"
Lisa DeCherney,Corporate,Idaho,21/12/2008 12:00:00 SA,45763,High,Office Supplies,Small Box,Avery 494,Labels,West,6438,22/12/2008 12:00:00 SA,Regular Air,83201,"0,05",1,25,"0,39",$24,$67,"0,5","2,61"
Alice McCarthy,Corporate,Idaho,27/12/2007 12:00:00 SA,19457,High,Office Supplies,Small Box,Avery 51,Labels,West,2688,28/12/2007 12:00:00 SA,Regular Air,83201,"0,05",1,34,"0,39",$90,$203,"0,5","6,3"
Rick Wilson,Corporate,New Mexico,28/01/2009 12:00:00 SA,17381,High,Office Supplies,Small Box,Avery 496,Labels,West,2398,29/01/2009 12:00:00 SA,Regular Air,88044,"0,05",1,28,"0,37",$41,$101,"0,5","3,75"
Neil Knudson,Corporate,New Mexico,03/11/2008 12:00:00 SA,3331,High,Office Supplies,Small Box,Avery 508,Labels,West,479,04/11/2008 12:00:00 SA,Regular Air,87001,"0,05",1,31,"0,36",$73,$153,"0,5","4,91"
Cindy Stewart,Corporate,Arizona,15/09/2010 12:00:00 SA,50978,High,Office Supplies,Small Box,"24 Capacity Maxi Data Binder Racks, Pearl",Storage & Organization,West,7144,17/09/2010 12:00:00 SA,Regular Air,85321,"0,05",1,4,"0,6",($150),$816,"9,99","210,55"
Maxwell Schwartz,Corporate,New Mexico,28/05/2008 12:00:00 SA,28037,High,Office Supplies,Small Box,HP Office Paper (20Lb. and 87 Bright),Paper,West,3937,29/05/2008 12:00:00 SA,Regular Air,87011,"0,06",1,31,"0,37",($101),$204,"6,93","6,68"
Vivek Grady,Corporate,Utah,18/05/2010 12:00:00 SA,33510,High,Office Supplies,Small Box,Xerox 1893,Paper,West,4704,18/05/2010 12:00:00 SA,Regular Air,84791,"0,06",1,11,"0,36",$13,$450,"17,48","40,99"
Naresj Patel,Corporate,Utah,21/09/2010 12:00:00 SA,29411,High,Office Supplies,Small Box,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Appliances,West,4150,22/09/2010 12:00:00 SA,Regular Air,84001,"0,07",1,29,"0,55",($113),$68,5,"2,22"
Amy Cox,Corporate,Washington,29/08/2009 12:00:00 SA,57479,High,Office Supplies,Small Box,Avery 496,Labels,West,8053,30/08/2009 12:00:00 SA,Regular Air,98625,"0,07",1,37,"0,37",$55,$132,"0,5","3,75"
Frank Merwin,Corporate,Idaho,26/10/2009 12:00:00 SA,48486,High,Office Supplies,Small Box,Xerox 216,Paper,West,6812,28/10/2009 12:00:00 SA,Regular Air,83877,"0,07",1,42,"0,37",($175),$271,"7,91","6,48"
Roland Fjeld,Corporate,California,20/10/2010 12:00:00 SA,53477,High,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,West,7495,22/10/2010 12:00:00 SA,Regular Air,95503,"0,07",1,28,"0,66",$611,$4.479,"19,99","161,55"
Rick Wilson,Corporate,New Mexico,19/04/2009 12:00:00 SA,19974,High,Office Supplies,Small Box,Recycled Eldon Regeneration Jumbo File,Storage & Organization,West,2762,21/04/2009 12:00:00 SA,Regular Air,88044,"0,07",1,22,"0,57",($46),$267,"6,13","12,28"
Giulietta Weimer,Corporate,Arizona,25/03/2009 12:00:00 SA,48452,High,Office Supplies,Small Box,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders and Binder Accessories,West,6800,27/03/2009 12:00:00 SA,Regular Air,86409,"0,08",1,15,"0,38",($45),$73,"4,97","4,91"
Alejandro Grove,Corporate,California,16/03/2008 12:00:00 SA,41728,High,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,West,5881,18/03/2008 12:00:00 SA,Regular Air,90835,"0,08",1,28,"0,38",$9.527,$23.106,"19,99","896,99"
Frank Merwin,Corporate,Idaho,04/06/2009 12:00:00 SA,37218,High,Office Supplies,Small Box,Xerox 1998,Paper,West,5226,05/06/2009 12:00:00 SA,Regular Air,83877,"0,08",1,23,"0,37",($55),$147,"5,82","6,48"
Ivan Gibson,Corporate,New Mexico,12/11/2010 12:00:00 SA,59878,High,Office Supplies,Small Box,Crate-A-Files™,Storage & Organization,West,8379,13/11/2010 12:00:00 SA,Regular Air,88439,"0,08",1,23,"0,59",($92),$250,"7,46","10,9"
Thomas Boland,Corporate,Colorado,26/03/2008 12:00:00 SA,16610,High,Office Supplies,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Envelopes,West,2303,28/03/2008 12:00:00 SA,Regular Air,81124,"0,09",1,19,"0,4",$188,$659,"6,66","35,94"
Alejandro Savely,Corporate,Washington,08/03/2008 12:00:00 SA,41440,High,Office Supplies,Small Box,Avery 493,Labels,West,5841,09/03/2008 12:00:00 SA,Regular Air,98001,"0,09",1,20,"0,36",$38,$93,"0,5","4,91"
Cindy Stewart,Corporate,Arizona,14/02/2011 12:00:00 SA,14439,High,Office Supplies,Small Box,Xerox 1940,Paper,West,2028,15/02/2011 12:00:00 SA,Regular Air,85321,"0,09",1,27,"0,36",$494,$1.429,"10,75","54,96"
Darren Powers,Corporate,Utah,15/10/2009 12:00:00 SA,56834,High,Office Supplies,Small Box,Xerox 214,Paper,West,7954,16/10/2009 12:00:00 SA,Regular Air,84741,"0,09",1,33,"0,37",($119),$206,"7,03","6,48"
Daniel Raglin,Corporate,Washington,15/03/2011 12:00:00 SA,57570,High,Office Supplies,Small Box,Xerox 1885,Paper,West,8069,17/03/2011 12:00:00 SA,Regular Air,98390,"0,1",1,15,"0,37",$204,$675,"7,23","48,04"
Luke Foster,Corporate,California,18/03/2011 12:00:00 SA,929,High,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",West,145,20/03/2011 12:00:00 SA,Regular Air,91188,"0,04",1,39,"0,55",($64),$84,"2,56","2,08"
Cindy Chapman,Corporate,Arizona,25/11/2010 12:00:00 SA,39938,High,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,West,5645,26/11/2010 12:00:00 SA,Regular Air,85338,"0,1",1,5,"0,56",($42),$169,"8,99","34,58"
Berenike Kampe,Corporate,Colorado,03/04/2010 12:00:00 SA,11271,High,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,West,1564,05/04/2010 12:00:00 SA,Regular Air,80728,0,1,46,"0,56",($116),$158,"3,97","3,28"
Alejandro Grove,Corporate,California,19/08/2009 12:00:00 SA,20486,High,Office Supplies,Wrap Bag,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Pens & Art Supplies,West,2845,20/08/2009 12:00:00 SA,Regular Air,90835,"0,01",1,42,"0,44",$56,$164,"0,7","3,85"
Helen Andreada,Corporate,Colorado,11/02/2010 12:00:00 SA,48709,High,Office Supplies,Wrap Bag,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Pens & Art Supplies,West,6841,13/02/2010 12:00:00 SA,Regular Air,81653,"0,01",1,17,"0,44",($47),$47,"4,28","2,52"
Paul Stevenson,Corporate,New Mexico,15/11/2008 12:00:00 SA,31330,High,Office Supplies,Wrap Bag,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Pens & Art Supplies,West,4399,16/11/2008 12:00:00 SA,Regular Air,88439,"0,04",1,2,"0,51",($8),$14,"1,67","5,98"
Giulietta Weimer,Corporate,Arizona,25/03/2009 12:00:00 SA,48452,High,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,West,6801,27/03/2009 12:00:00 SA,Regular Air,86409,"0,04",1,28,"0,37",$6,$44,"0,7","1,48"
Paul Lucas,Corporate,California,28/07/2008 12:00:00 SA,3078,High,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,West,453,29/07/2008 12:00:00 SA,Regular Air,96061,"0,05",1,12,"0,56",$0,$34,"0,7","2,88"
Karl Brown,Corporate,California,02/05/2010 12:00:00 SA,14662,High,Office Supplies,Wrap Bag,Prang Dustless Chalk Sticks,Pens & Art Supplies,West,2053,03/05/2010 12:00:00 SA,Regular Air,93456,"0,05",1,24,"0,35",($2),$40,1,"1,68"
Ralph Kennedy,Corporate,Utah,14/04/2010 12:00:00 SA,22657,High,Office Supplies,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,West,3156,15/04/2010 12:00:00 SA,Regular Air,84663,"0,05",1,8,"0,53",($8),$33,2,"3,95"
Roland Fjeld,Corporate,California,20/10/2010 12:00:00 SA,53477,High,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,West,7494,22/10/2010 12:00:00 SA,Regular Air,95503,"0,06",1,36,"0,38",$537,$1.315,"5,08","37,94"
Alejandro Grove,Corporate,California,19/08/2009 12:00:00 SA,20486,High,Office Supplies,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,West,2846,20/08/2009 12:00:00 SA,Regular Air,90835,"0,07",1,34,"0,38",$19,$306,"4,39","9,27"
Ivan Gibson,Corporate,New Mexico,21/01/2008 12:00:00 SA,25638,High,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,West,3596,22/01/2008 12:00:00 SA,Regular Air,88439,"0,07",1,12,"0,39",$24,$115,"2,06","10,06"
Craig Carroll,Corporate,Idaho,16/04/2010 12:00:00 SA,51557,High,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,West,7230,16/04/2010 12:00:00 SA,Regular Air,83201,"0,08",1,14,"0,58",($22),$38,"2,4","2,6"
Tracy Poddar,Corporate,Idaho,10/07/2009 12:00:00 SA,386,High,Office Supplies,Wrap Bag,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Pens & Art Supplies,West,66,12/07/2009 12:00:00 SA,Regular Air,83465,"0,09",1,4,"0,44",($2),$16,"0,7","3,85"
Lisa DeCherney,Corporate,Idaho,06/06/2008 12:00:00 SA,3458,High,Office Supplies,Wrap Bag,Newell 326,Pens & Art Supplies,West,498,09/06/2008 12:00:00 SA,Regular Air,83201,"0,09",1,28,"0,56",($4),$47,"0,7","1,76"
Paul Lucas,Corporate,California,05/04/2009 12:00:00 SA,4965,Low,Office Supplies,Large Box,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Appliances,West,708,05/04/2009 12:00:00 SA,Regular Air,96061,"0,07",1,14,"0,54",$56,$1.069,"19,95","76,72"
Liz MacKendrick,Corporate,Idaho,12/05/2010 12:00:00 SA,21731,Low,Office Supplies,Large Box,Euro Pro Shark Stick Mini Vacuum,Appliances,West,3022,12/05/2010 12:00:00 SA,Regular Air,83552,"0,08",1,26,"0,59",($751),$1.581,49,"60,98"
Mike Caudle,Corporate,Utah,06/06/2010 12:00:00 SA,22950,Low,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,West,3201,13/06/2010 12:00:00 SA,Regular Air,84663,"0,1",1,29,"0,8",($888),$1.756,35,"64,65"
Pete Takahito,Corporate,Idaho,19/09/2008 12:00:00 SA,7936,Low,Office Supplies,Medium Box,Eldon Simplefile® Box Office®,Storage & Organization,West,1078,24/09/2008 12:00:00 SA,Regular Air,83877,"0,06",1,15,"0,57",($42),$183,"6,27","12,44"
Laurel Elliston,Corporate,Idaho,17/04/2009 12:00:00 SA,43745,Low,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,West,6173,24/04/2009 12:00:00 SA,Regular Air,83810,"0,07",1,5,"0,5",($15),$129,"5,37","25,98"
Dianna Vittorini,Corporate,Arizona,22/07/2010 12:00:00 SA,40098,Low,Office Supplies,Small Box,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,West,5667,24/07/2010 12:00:00 SA,Regular Air,86442,0,1,46,"0,4",($9),$557,"7,19","11,5"
Xylona Price,Corporate,New Mexico,23/05/2011 12:00:00 SA,21729,Low,Office Supplies,Small Box,ACCOHIDE® Binder by Acco,Binders and Binder Accessories,West,3020,27/05/2011 12:00:00 SA,Regular Air,88439,0,1,28,"0,38",($93),$121,"5,34","4,13"
Bruce Stewart,Corporate,New Mexico,06/04/2008 12:00:00 SA,58693,Low,Office Supplies,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,West,8210,10/04/2008 12:00:00 SA,Regular Air,87001,0,1,50,"0,37",($127),$877,"13,18","15,99"
Karl Brown,Corporate,California,24/09/2008 12:00:00 SA,5472,Low,Office Supplies,Small Box,Xerox 1966,Paper,West,763,26/09/2008 12:00:00 SA,Regular Air,93456,0,1,32,"0,36",($84),$216,"6,65","6,48"
Paul Lucas,Corporate,California,05/04/2009 12:00:00 SA,4965,Low,Office Supplies,Small Box,Xerox 196,Paper,West,709,10/04/2009 12:00:00 SA,Regular Air,96061,0,1,46,"0,36",($186),$287,"7,96","5,78"
Brian DeCherney,Corporate,Idaho,23/09/2009 12:00:00 SA,11648,Low,Office Supplies,Small Box,Rogers® Profile Extra Capacity Storage Tub,Storage & Organization,West,1602,23/09/2009 12:00:00 SA,Regular Air,83201,0,1,33,"0,81",($143),$571,"7,04","16,74"
Michelle Tran,Corporate,Idaho,24/01/2011 12:00:00 SA,9347,Low,Office Supplies,Small Box,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Appliances,West,1284,02/02/2011 12:00:00 SA,Regular Air,83465,"0,01",1,31,"0,59",($108),$131,"5,13","3,95"
Naresj Patel,Corporate,Utah,19/02/2011 12:00:00 SA,39555,Low,Office Supplies,Small Box,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Envelopes,West,5580,24/02/2011 12:00:00 SA,Regular Air,84001,"0,01",1,38,"0,38",$353,$1.113,"8,23","27,18"
Mike Caudle,Corporate,Utah,04/10/2009 12:00:00 SA,37828,Low,Office Supplies,Small Box,Avery 508,Labels,West,5319,06/10/2009 12:00:00 SA,Regular Air,84663,"0,01",1,42,"0,36",$101,$206,"0,5","4,91"
Cari Sayre,Corporate,Idaho,31/03/2008 12:00:00 SA,8165,Low,Office Supplies,Small Box,Xerox 1922,Paper,West,1115,09/04/2008 12:00:00 SA,Regular Air,83877,"0,01",1,35,"0,36",($150),$183,"7,44","4,98"
Neil Knudson,Corporate,New Mexico,07/09/2010 12:00:00 SA,7941,Low,Office Supplies,Small Box,Recycled Steel Personal File for Standard File Folders,Storage & Organization,West,1082,14/09/2010 12:00:00 SA,Regular Air,87001,"0,01",1,50,"0,59",$801,$2.797,"5,08","55,29"
Laurel Elliston,Corporate,Idaho,17/04/2009 12:00:00 SA,43745,Low,Office Supplies,Small Box,Belkin 5 Outlet SurgeMaster™ Power Centers,Appliances,West,6168,17/04/2009 12:00:00 SA,Regular Air,83810,"0,02",1,43,"0,57",$947,$2.434,"0,99","54,48"
Laurel Elliston,Corporate,Idaho,06/06/2009 12:00:00 SA,45924,Low,Office Supplies,Small Box,Large Capacity Hanging Post Binders,Binders and Binder Accessories,West,6449,11/06/2009 12:00:00 SA,Regular Air,83810,"0,02",1,1,"0,39",($12),$27,"2,99","24,95"
